individual_0;individual_1;individual_2;individual_3;individual_4;individual_5;individual_6;individual_7;individual_8;individual_9;individual_10;individual_11;individual_12;individual_13;individual_14;individual_15;individual_16;individual_17;individual_18;individual_19;individual_20;individual_21;individual_22;individual_23;individual_24;individual_25;individual_26;individual_27;individual_28;individual_29;individual_30;individual_31;individual_32;individual_33;individual_34;individual_35;individual_36;individual_37;individual_38;individual_39;individual_40;individual_41;individual_42;individual_43;individual_44;individual_45;individual_46;individual_47;individual_48;individual_49;individual_50;individual_51;individual_52;individual_53;individual_54;individual_55;individual_56;individual_57;individual_58;individual_59;individual_60;individual_61;individual_62;individual_63;individual_64;individual_65;individual_66;individual_67;individual_68;individual_69;individual_70;individual_71;individual_72;individual_73;individual_74;individual_75;individual_76;individual_77;individual_78;individual_79;individual_80;individual_81;individual_82;individual_83;individual_84;individual_85;individual_86;individual_87;individual_88;individual_89;individual_90;individual_91;individual_92;individual_93;individual_94;individual_95;individual_96;individual_97;individual_98;individual_99
15;15;15;39,99998;15;14,85092;15;15;15;15;15;15;15;15;15;39,99998;15;15;15;39,99997;15;15;15;15;15;15;15;15;15;15;15;15;15;12,87705;39,99997;15;15;15;15;15;39,99998;15;15;15;15;15;15;15;15;15;15;15;15;15;15;12,10725;15;15;15;15;15;15;39,99998;15;15;15;15;15;15;15;15;39,99998;39,99998;15;15;15;15;15;15;39,99998;39,99998;39,99998;44,16661;15;39,99998;15;15;15;15;15;15;15;15;15;15;14,73916;3,298948;15;39,99998;15
14,99999;14,99999;14,99999;17,06244;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;52,50002;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;40;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;10,9531;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;13,31202;40;40;14,99999;14,99999;40;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;40;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;40;14,99999;14,99999;14,99999;14,99999;14,99999;39,99999;40;14,99999;14,99999;14,99999;14,99999;40;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;40;14,99999
15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;39,99997;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;39,99997;15,00001;15,00001;39,99997;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;39,99997;39,99997;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;39,99997;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;39,99997;15,00001;15,00001;15,00001;15,00001
15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;98,33347;39,99997;15;10,6547;15;15;15;15;15;15;39,99997;15;15;15;15;15;39,99997;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;12,86732;15;15;15;15;15;15;15;15;15;15;15;39,99997;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;39,99997;39,99997;15;15;15;15;15;15;15;15;64,99986;15;15;15;15;17,16522;15,65238;15;15;15;39,99997;15
8,812038;15;15;15;15;15;11,03375;15;15;15;39,99996;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;8,151249;15;15;15;15;15;15;15;15;15;15;15;15;39,99996;15;15;15;15;39,99997;15;15;15;15;39,99997;39,99997;39,99997;39,99997;15;15;15;39,99997;15;15;15;15;15;15;15;15;15;39,99997;15;39,99996;15;15;39,99997;15;15;15;15;15;15;15;15;15;15
14,99999;14,99999;14,99999;14,99999;14,99999;40;14,99999;14,99999;14,99999;14,99999;12,29161;14,99999;14,99999;40;14,99999;13,24013;14,99999;14,99999;14,35624;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;52,49997;14,99999;40;14,99999;14,99999;14,99999;44,16666;14,99999;14,99999;14,99999;14,99999;14,99999;40;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;40;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;14,99999;40;14,99999;14,99999;14,99999;40;40;14,99999;14,99999;14,99999;40;14,99999;14,99999;14,99999;14,99999;14,99999;40;15,81026;14,99999;14,99999;14,99999;40;16,78047;14,99999;14,99999
15;15;15;15;15;15;15;15;15;15;15;15;15;14,31838;15;15;15;15;15;15;15;15;15;15;15;15;39,99999;15;15;50,56932;15;15;15;15;15;15;15;15;15;6,722234;15;15;15;15;15;15;15;15;15;39,99998;15;15;39,99998;15;15;15;7,768318;28,13013;15;15;15;15;15;39,99998;15;15;15;15;39,99998;15;15;15;15;39,99998;15;15;90,00012;15;15;39,99998;15;15;15;15;15;15;15;15;15;15;39,99998;15;15;15;15;15;15;39,99998;15;15
15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;39,99996;15;15;15;7,559612;39,99998;15;15;15;39,99998;15;15;39,99998;15;15;15;15;15;39,99998;15;15;15;15;15;39,99997;15;39,99998;12,78839;15;15;39,99997;15;15;15;15;13,89268;15;15;15;15;39,99998;15;39,99998;15;15;15;15;39,99998;15;15;15;39,99998;15;15;39,99998;15;15;15;15;39,99998;15;15;15;15;15;15;15;15;15;15;11,29256;14,31838;39,99998;39,99998
15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;39,47416;39,99999;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;32,83191;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;33,3288;15,00001;15,00001;39,99999;15,00001;39,99998;15,00001;15,00001;15,00001;15,00001;15,00001;13,46738;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;39,99998;64,9999;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;39,99998;15,00001;15,00001;39,99998;15,00001;15,00001;15,00001;15,00001;10,21589;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;15,00001;14,01965;15,00001;15,00001;15,00001;15,00001;15,00001;48,79662;39,99998;15,00001;39,99998;39,99998;15,00001;15,00001;64,99988;15,00001;15,00001;15,00001;15,00001;39,99998;115,0003;13,09711;15,00001;15,00001;15,00001
15;15;15;15;15;15;14,75747;15;12,88953;15;15;15;15;15;15;15;40;15;15;15;15;56,66664;15;23,33335;15;15;15;15;15;15;15;15;15;39,99999;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;40;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;40;15;15;15;15;15;15;15;15;15;15;15;15;15;15;40;15;15;15;40;15;15;15;15;15;15;15;15
