individual_0;individual_1;individual_2;individual_3;individual_4;individual_5;individual_6;individual_7;individual_8;individual_9;individual_10;individual_11;individual_12;individual_13;individual_14;individual_15;individual_16;individual_17;individual_18;individual_19;individual_20;individual_21;individual_22;individual_23;individual_24;individual_25;individual_26;individual_27;individual_28;individual_29;individual_30;individual_31;individual_32;individual_33;individual_34;individual_35;individual_36;individual_37;individual_38;individual_39;individual_40;individual_41;individual_42;individual_43;individual_44;individual_45;individual_46;individual_47;individual_48;individual_49;individual_50;individual_51;individual_52;individual_53;individual_54;individual_55;individual_56;individual_57;individual_58;individual_59;individual_60;individual_61;individual_62;individual_63;individual_64;individual_65;individual_66;individual_67;individual_68;individual_69;individual_70;individual_71;individual_72;individual_73;individual_74;individual_75;individual_76;individual_77;individual_78;individual_79;individual_80;individual_81;individual_82;individual_83;individual_84;individual_85;individual_86;individual_87;individual_88;individual_89;individual_90;individual_91;individual_92;individual_93;individual_94;individual_95;individual_96;individual_97;individual_98;individual_99
54;49;48;48;54;59;63;62;70;53;72;36;64;51;76;76;51;56;68;42;76;76;69;75;63;51;30;35;54;39;48;50;67;76;49;63;67;76;50;71;50;48;70;62;51;48;33;50;75;70;49;49;48;8;71;51;76;15;76;71;66;40;51;50;51;76;70;71;76;76;65;56;65;65;58;59;76;76;50;49;76;47;76;54;38;64;65;51;72;75;62;62;76;76;64;74;56;47;30;18
36;70;56;48;61;64;75;66;35;37;49;48;66;63;75;37;66;74;36;55;36;72;67;63;62;64;74;64;64;43;76;76;73;68;51;62;50;37;50;63;63;56;64;76;76;54;70;33;49;59;67;65;73;51;48;50;76;76;74;70;73;74;59;54;45;51;72;66;51;61;51;62;62;63;58;60;76;76;16;35;52;66;37;59;72;71;69;76;69;51;68;65;76;71;54;47;54;67;68;72
41;59;51;51;63;65;73;70;70;57;62;79;61;65;47;48;70;57;55;61;62;62;62;48;76;54;55;52;58;51;64;69;68;66;46;68;70;60;37;49;67;68;71;15;58;59;40;48;76;67;43;41;66;66;48;76;67;67;51;52;67;36;44;48;76;76;68;68;66;65;62;48;47;50;50;76;70;76;67;67;54;56;66;55;50;53;53;73;47;48;49;47;69;74;65;52;67;72;52;57
59;51;33;67;71;76;67;67;67;68;62;53;48;63;36;67;35;76;64;63;64;66;76;47;58;69;74;69;30;61;50;74;74;69;69;54;37;73;49;41;49;49;42;61;48;50;62;50;65;67;76;67;76;51;62;65;52;46;76;76;58;59;42;40;50;63;56;58;62;36;48;62;67;67;76;36;61;66;72;50;59;59;63;36;62;76;54;47;71;68;52;59;56;56;68;73;62;76;62;67
76;50;56;59;76;76;42;66;62;55;50;76;24;25;62;53;51;72;62;57;50;67;65;54;40;72;43;66;62;54;37;48;55;67;67;71;74;73;68;75;67;65;66;67;51;36;56;58;51;59;59;59;67;76;76;76;41;62;57;58;67;76;53;59;76;76;76;36;70;76;55;52;70;39;52;51;54;56;50;51;50;48;71;71;54;56;50;55;61;47;71;66;76;59;76;50;76;69;42;76
49;48;67;37;49;49;76;76;72;75;68;75;15;71;62;70;75;65;76;50;42;23;15;71;71;67;50;33;65;52;76;63;58;59;72;75;36;67;69;58;63;47;15;76;53;60;58;63;76;68;59;63;76;76;65;71;62;59;67;53;50;50;74;61;76;71;62;59;59;19;72;70;51;42;76;54;67;76;70;68;49;50;74;73;66;70;76;76;71;72;70;56;76;76;76;15;69;68;54;59
76;76;56;64;43;46;65;65;56;76;70;60;52;65;64;70;71;34;54;67;58;38;73;75;58;60;51;72;37;50;76;50;49;22;66;58;48;67;51;51;76;76;66;65;76;76;76;71;35;40;76;49;75;74;59;53;49;73;60;65;67;76;59;37;68;66;68;36;54;48;67;71;51;50;76;76;62;56;35;35;76;71;57;60;50;50;45;39;67;76;62;54;66;67;66;67;76;76;67;15
73;74;41;42;74;69;8;55;76;67;51;76;76;76;56;71;62;67;48;76;63;75;49;59;68;70;61;55;50;65;58;54;67;67;67;68;76;76;67;47;50;67;76;36;50;54;76;73;67;67;63;66;67;76;50;62;61;64;70;56;47;41;76;71;69;56;50;15;76;76;64;40;67;19;63;64;41;50;45;51;64;65;61;58;55;60;76;72;49;67;68;75;76;76;76;76;50;76;60;56
54;64;67;63;50;50;54;54;76;76;67;76;68;70;70;71;71;76;51;33;54;16;26;22;56;76;76;76;76;76;75;50;70;48;42;62;76;58;54;67;75;57;54;76;36;63;41;58;43;53;53;68;62;76;51;50;51;50;67;71;65;75;50;76;72;75;70;68;69;48;49;49;50;68;68;67;76;76;51;76;51;64;63;67;76;76;66;56;54;64;36;50;76;76;71;42;47;65;60;57
76;48;69;50;62;76;76;67;61;47;62;53;50;63;60;53;62;71;69;70;67;70;51;71;51;76;76;76;76;58;74;73;71;68;62;57;69;64;50;73;65;65;75;51;36;42;76;15;50;42;47;76;72;71;50;50;52;36;49;68;76;76;59;62;72;75;47;70;76;36;62;63;55;59;56;53;55;62;61;60;65;15;50;76;47;43;75;68;76;76;70;69;41;76;52;53;48;48;54;58
74;49;58;60;70;67;73;76;76;69;52;60;64;65;72;63;43;75;73;36;75;76;76;62;65;69;48;54;55;56;66;73;51;76;76;69;63;66;76;66;45;48;53;62;55;64;71;76;71;76;50;49;70;67;70;71;48;48;72;48;76;76;72;74;51;76;76;51;55;61;48;49;72;71;15;50;76;67;49;47;76;71;62;67;50;47;71;67;76;62;58;55;42;65;67;76;76;68;66;71
