individual_0;individual_1;individual_2;individual_3;individual_4;individual_5;individual_6;individual_7;individual_8;individual_9;individual_10;individual_11;individual_12;individual_13;individual_14;individual_15;individual_16;individual_17;individual_18;individual_19;individual_20;individual_21;individual_22;individual_23;individual_24;individual_25;individual_26;individual_27;individual_28;individual_29;individual_30;individual_31;individual_32;individual_33;individual_34;individual_35;individual_36;individual_37;individual_38;individual_39;individual_40;individual_41;individual_42;individual_43;individual_44;individual_45;individual_46;individual_47;individual_48;individual_49;individual_50;individual_51;individual_52;individual_53;individual_54;individual_55;individual_56;individual_57;individual_58;individual_59;individual_60;individual_61;individual_62;individual_63;individual_64;individual_65;individual_66;individual_67;individual_68;individual_69;individual_70;individual_71;individual_72;individual_73;individual_74;individual_75;individual_76;individual_77;individual_78;individual_79;individual_80;individual_81;individual_82;individual_83;individual_84;individual_85;individual_86;individual_87;individual_88;individual_89;individual_90;individual_91;individual_92;individual_93;individual_94;individual_95;individual_96;individual_97;individual_98;individual_99
42;42;84;64;37;19;46;37;81;79;75;50;27;19;40;43;29;60;24;27;35;35;64;27;93;52;65;46;23;57;59;45;39;27;43;28;42;59;19;41;25;24;46;84;20;21;27;31;37;54;26;55;50;33;27;19;26;56;39;40;27;19;60;50;31;92;74;19;37;41;27;27;49;49;43;50;87;59;27;99;73;85;21;25;64;31;59;73;27;79;27;24;19;33;19;52;59;22;51;46
41;12;65;65;42;46;46;14;98;80;52;19;36;34;79;46;28;55;79;46;83;53;92;66;44;39;27;39;47;51;51;64;44;43;41;21;19;37;25;39;30;55;64;64;20;26;82;52;49;56;93;44;71;84;49;46;79;79;55;45;59;74;44;21;68;76;29;50;47;41;30;36;32;28;46;47;28;38;39;54;25;42;33;75;44;65;44;42;52;84;30;43;51;99;22;31;42;42;37;24
66;56;69;84;22;22;52;63;57;58;74;64;73;52;42;59;81;22;39;44;58;41;19;99;63;59;59;22;19;58;44;41;46;45;44;45;72;24;46;30;74;42;44;36;81;49;23;23;89;89;28;40;30;30;59;46;99;99;22;37;19;82;64;64;19;19;41;54;19;42;19;64;59;60;41;19;61;40;52;52;71;99;72;85;88;95;52;66;26;24;23;20;19;46;65;33;27;42;39;78
50;55;42;51;44;63;41;38;70;67;99;99;31;84;41;51;22;79;51;27;22;72;78;67;17;16;46;52;79;27;28;59;33;64;53;68;22;27;47;64;88;53;27;59;21;58;76;22;26;75;33;41;99;82;44;29;12;84;52;46;74;19;58;58;42;22;42;51;12;51;44;51;36;42;26;63;90;77;19;47;25;52;65;71;33;79;93;24;36;43;32;71;22;42;65;46;22;24;46;25
74;22;52;27;51;19;58;72;57;69;99;42;34;32;49;49;46;63;37;29;54;56;68;50;86;76;46;24;52;65;49;52;84;46;29;47;28;46;25;38;25;41;65;52;52;64;32;37;44;58;46;42;79;42;46;19;84;19;16;59;33;38;46;42;31;24;71;60;45;62;51;51;58;79;31;34;21;19;20;83;52;27;24;25;93;81;47;19;42;16;46;46;41;23;65;70;33;33;56;75
64;93;27;24;43;40;65;61;65;64;32;56;27;64;73;73;21;19;22;21;64;20;79;19;58;41;30;93;59;84;73;71;81;21;48;45;52;44;22;46;33;99;99;59;65;80;32;44;19;64;58;24;28;43;41;41;49;36;57;44;53;57;39;44;25;42;42;19;46;37;70;64;59;24;52;93;74;74;33;34;52;51;52;65;34;35;52;25;55;28;22;19;81;74;55;56;51;64;42;52
16;21;46;43;46;60;27;27;24;47;73;57;41;52;43;50;19;22;24;51;14;44;25;24;46;71;99;46;19;52;31;43;45;48;22;22;27;61;59;65;58;38;63;79;26;38;43;48;79;54;44;53;59;42;55;56;52;46;27;24;51;42;65;73;56;64;64;49;93;72;65;52;37;70;19;58;56;42;62;54;90;25;48;67;47;51;52;42;79;65;49;45;56;55;19;19;63;74;63;61
67;68;84;22;63;29;52;51;82;64;47;38;44;43;65;69;44;99;44;48;21;20;59;33;67;67;99;46;79;82;45;26;46;71;38;23;80;78;79;70;46;46;22;51;72;69;52;27;19;22;44;58;39;36;64;51;52;52;79;27;58;43;99;14;92;25;19;42;19;27;46;93;70;88;22;19;51;58;57;64;25;52;64;84;28;47;19;58;51;51;86;60;45;42;93;42;24;23;19;28
25;65;71;92;42;65;45;37;99;47;19;52;49;48;27;59;27;50;46;44;19;19;22;84;79;47;33;19;64;42;78;86;22;64;24;52;25;81;49;43;19;79;51;41;49;34;22;30;46;43;31;19;46;82;79;99;65;19;46;47;62;53;51;70;64;82;75;76;53;54;42;44;24;44;46;22;49;65;44;22;27;84;46;42;52;42;99;19;64;19;44;49;44;19;46;42;99;51;65;52
65;27;67;61;22;62;63;62;92;79;25;42;76;28;67;54;81;90;23;23;37;55;19;52;79;51;37;29;35;34;60;73;44;32;70;84;58;19;28;24;57;62;70;54;22;44;41;42;65;33;84;87;42;33;69;63;25;63;25;24;92;23;45;28;22;30;31;89;37;38;53;73;51;55;27;27;20;21;33;99;19;64;27;23;65;52;54;56;56;56;52;65;52;99;25;48;48;23;50;48
