individual_0;individual_1;individual_2;individual_3;individual_4;individual_5;individual_6;individual_7;individual_8;individual_9;individual_10;individual_11;individual_12;individual_13;individual_14;individual_15;individual_16;individual_17;individual_18;individual_19;individual_20;individual_21;individual_22;individual_23;individual_24;individual_25;individual_26;individual_27;individual_28;individual_29;individual_30;individual_31;individual_32;individual_33;individual_34;individual_35;individual_36;individual_37;individual_38;individual_39;individual_40;individual_41;individual_42;individual_43;individual_44;individual_45;individual_46;individual_47;individual_48;individual_49;individual_50;individual_51;individual_52;individual_53;individual_54;individual_55;individual_56;individual_57;individual_58;individual_59;individual_60;individual_61;individual_62;individual_63;individual_64;individual_65;individual_66;individual_67;individual_68;individual_69;individual_70;individual_71;individual_72;individual_73;individual_74;individual_75;individual_76;individual_77;individual_78;individual_79;individual_80;individual_81;individual_82;individual_83;individual_84;individual_85;individual_86;individual_87;individual_88;individual_89;individual_90;individual_91;individual_92;individual_93;individual_94;individual_95;individual_96;individual_97;individual_98;individual_99
69;68;50;40;57;61;46;64;64;65;65;67;66;55;68;68;55;60;67;68;68;68;55;66;67;67;65;65;43;65;68;68;69;68;66;67;62;65;70;40;60;65;65;40;63;53;68;68;51;67;57;61;68;66;67;70;64;55;65;41;57;60;70;67;62;43;65;58;55;65;37;40;68;67;64;40;65;48;68;67;62;56;55;66;40;61;68;51;65;52;61;67;40;62;50;43;48;70;48;68
54;62;68;40;57;49;63;66;69;70;65;65;69;68;66;50;53;62;68;67;68;67;64;65;50;68;66;68;50;62;70;40;65;70;40;40;67;69;51;69;68;67;66;68;63;65;65;65;49;44;51;64;64;66;51;43;66;42;58;72;69;50;64;55;65;58;52;66;43;67;51;62;40;65;67;67;65;65;68;50;74;68;51;65;65;66;67;40;66;67;49;44;70;66;55;61;70;64;64;53
50;53;51;67;66;64;69;67;59;63;57;65;66;66;42;50;41;69;65;51;65;66;67;67;65;62;41;47;41;69;43;67;40;66;66;64;51;66;40;66;50;66;67;66;65;51;55;65;54;50;41;54;66;43;65;63;64;68;64;66;54;62;55;66;55;61;41;42;70;66;65;67;66;66;55;63;66;69;70;61;64;67;68;67;57;61;65;43;63;43;72;67;67;68;65;65;52;65;61;43
65;67;57;65;72;52;52;50;49;59;66;67;40;40;51;48;41;40;62;43;66;65;43;68;64;68;68;65;68;67;65;68;69;40;70;64;67;65;66;68;68;67;41;40;65;65;65;67;64;54;66;66;64;43;65;40;40;68;61;64;67;67;67;66;55;67;65;48;52;50;65;65;44;63;61;70;57;49;55;67;66;67;65;68;55;61;65;50;53;51;58;61;64;74;65;67;60;56;58;68
69;65;69;43;65;51;67;51;68;67;40;50;53;66;47;48;74;40;68;69;58;70;43;70;69;64;42;46;48;40;50;57;66;66;69;68;58;49;66;43;66;66;50;55;59;61;54;51;66;65;67;66;65;65;68;52;42;63;40;52;43;67;62;43;51;56;65;40;57;67;37;37;72;68;47;59;60;49;40;64;68;65;66;67;58;66;51;51;55;57;68;67;68;67;65;42;66;65;68;70
69;68;56;61;60;58;43;41;49;42;69;70;55;67;41;64;61;63;67;67;70;69;40;64;56;70;51;43;45;66;44;50;61;38;40;64;55;55;67;69;64;64;67;67;66;64;68;51;67;65;50;66;43;68;52;45;50;66;67;61;43;48;51;67;54;54;64;57;66;55;67;67;41;49;44;50;67;64;54;64;52;51;69;59;66;67;55;64;58;49;68;68;72;57;66;57;59;61;62;66
68;69;40;66;67;66;51;48;41;68;55;52;67;67;68;67;67;66;43;40;64;53;63;64;69;48;57;40;64;57;67;50;66;51;66;63;47;54;66;51;68;66;65;40;66;37;66;66;37;51;68;43;51;70;66;67;67;66;67;67;60;50;55;65;40;67;72;67;70;65;68;50;62;40;69;72;69;51;40;40;41;74;48;57;66;59;55;68;67;48;67;67;55;70;67;67;57;55;67;66
68;70;68;40;61;52;65;55;55;62;67;50;50;41;40;72;52;55;48;48;66;69;66;65;66;67;45;66;51;43;67;68;58;69;40;64;63;54;52;63;66;67;65;57;44;47;64;67;46;60;64;58;37;68;68;40;65;65;58;57;55;52;40;66;40;70;64;49;65;66;65;68;51;52;67;67;72;61;65;40;41;56;67;66;42;55;66;66;64;62;67;67;40;41;46;45;63;53;65;68
68;69;72;40;41;65;67;67;68;57;51;67;65;48;64;65;68;67;60;55;44;50;67;63;50;57;48;56;67;65;67;67;61;61;66;64;68;48;43;52;62;50;66;40;68;68;69;69;56;60;64;67;68;64;65;66;62;66;40;43;70;67;67;40;66;67;40;65;66;67;57;54;65;66;41;72;65;51;57;49;66;70;69;68;55;55;58;58;63;57;40;64;57;58;66;66;37;64;57;64
68;64;51;66;48;50;67;40;66;67;37;67;66;67;64;66;51;65;43;61;65;68;57;50;72;64;62;49;67;68;59;40;64;51;65;69;40;64;67;69;66;67;67;65;59;51;59;58;55;60;57;66;50;52;67;50;51;55;64;64;65;55;65;68;41;47;43;65;67;67;50;72;67;67;55;64;52;66;51;40;70;66;70;72;68;67;43;67;60;46;66;37;66;66;65;66;50;43;67;66
